Nationality,Name,Photo,Club,Wage,Overall
Korea Republic,Kim Jong Min,https://cdn.sofifa.org/players/4/19/231945.png,Suwon Samsung Bluewings,€2K,61
Republic of Ireland,E. Nolan,https://cdn.sofifa.org/players/4/19/169481.png,Crewe Alexandra,€3K,61
Colombia,M. Cortés,https://cdn.sofifa.org/players/4/19/236297.png,Jaguares de Córdoba,€1K,61
England,R. Hunt,https://cdn.sofifa.org/players/4/19/215562.png,Oldham Athletic,€2K,61
England,C. Dyson,https://cdn.sofifa.org/players/4/19/224266.png,Plymouth Argyle,€2K,61
Republic of Ireland,P. O'Connor,https://cdn.sofifa.org/players/4/19/228106.png,Blackpool,€5K,61
Germany,N. Beyer,https://cdn.sofifa.org/players/4/19/231178.png,FSV Zwickau,€1K,61
Argentina,F. Gattoni,https://cdn.sofifa.org/players/4/19/241930.png,San Lorenzo de Almagro,€1K,61
Mexico,J. Ayala,https://cdn.sofifa.org/players/4/19/199691.png,Boyacá Chicó FC,€1K,61
Korea Republic,Oh Se Hun,https://cdn.sofifa.org/players/4/19/231947.png,Ulsan Hyundai FC,€1K,61
Germany,A. Donkor,https://cdn.sofifa.org/players/4/19/232203.png,FC Hansa Rostock,€5K,61
Guinea,S. Condé,https://cdn.sofifa.org/players/4/19/245003.png,La Berrichonne de Châteauroux,€1K,61
England,A. Nicholls,https://cdn.sofifa.org/players/4/19/170252.png,Crewe Alexandra,€4K,61
Scotland,H. Souttar,https://cdn.sofifa.org/players/4/19/229901.png,Stoke City,€3K,61
Korea Republic,Kim Min Tae,https://cdn.sofifa.org/players/4/19/232461.png,Hokkaido Consadole Sapporo,€1K,61
Italy,E. Cicerelli,https://cdn.sofifa.org/players/4/19/241165.png,Foggia,€1K,61
England,T. Miller,https://cdn.sofifa.org/players/4/19/198927.png,Bury,€3K,61
Serbia,J. Trtovac,https://cdn.sofifa.org/players/4/19/243727.png,BB Erzurumspor,€2K,61
England,J. Sterry,https://cdn.sofifa.org/players/4/19/228368.png,Newcastle United,€6K,61
Saudi Arabia,H. Al Shuwaysh,https://cdn.sofifa.org/players/4/19/209169.png,Al Raed,€4K,61
Sweden,A. Andersson,https://cdn.sofifa.org/players/4/19/227601.png,BK Häcken,€1K,61
Mexico,E. Sánchez,https://cdn.sofifa.org/players/4/19/235537.png,Pachuca,€2K,61
England,J. Willock,https://cdn.sofifa.org/players/4/19/237329.png,Arsenal,€7K,61
United States,C. Wehan,https://cdn.sofifa.org/players/4/19/242705.png,San Jose Earthquakes,€1K,61
Tunisia,S. Kchouk,https://cdn.sofifa.org/players/4/19/245265.png,FC St. Gallen,€2K,61
Australia,M. Bridge,https://cdn.sofifa.org/players/4/19/180753.png,Western Sydney Wanderers,€2K,61
China PR,Xu Xin,https://cdn.sofifa.org/players/4/19/231954.png,Guangzhou Evergrande Taobao FC,€2K,61
Argentina,M. Gallegos,https://cdn.sofifa.org/players/4/19/241170.png,Unión de Santa Fe,€2K,61
Ghana,P. Kpozo,https://cdn.sofifa.org/players/4/19/227603.png,Östersunds FK,€1K,61
Poland,K. Fila,https://cdn.sofifa.org/players/4/19/239635.png,Lechia Gdańsk,€1K,61
England,A. May,https://cdn.sofifa.org/players/4/19/237332.png,Doncaster Rovers,€2K,61
Turkey,Y. Akgün,https://cdn.sofifa.org/players/4/19/239892.png,Galatasaray SK,€5K,61
Austria,F. Buchacher,https://cdn.sofifa.org/players/4/19/244500.png,FC Wacker Innsbruck,€2K,61
England,C. Thompson,https://cdn.sofifa.org/players/4/19/205589.png,Wycombe Wanderers,€1K,61
Italy,E. Vignato,https://cdn.sofifa.org/players/4/19/240661.png,Chievo Verona,€1K,61
Argentina,F. Otárola,https://cdn.sofifa.org/players/4/19/239382.png,Club Deportes Temuco,€1K,61
Japan,N. Kikuchi,https://cdn.sofifa.org/players/4/19/186646.png,Hokkaido Consadole Sapporo,€1K,61
England,B. Bingham,https://cdn.sofifa.org/players/4/19/189206.png,Gillingham,€2K,61
Colombia,N. Lemus,https://cdn.sofifa.org/players/4/19/214039.png,Envigado FC,€1K,61
Chile,J. Aros,https://cdn.sofifa.org/players/4/19/234519.png,Club Deportes Temuco,€1K,61
France,A. Sissako,https://cdn.sofifa.org/players/4/19/235799.png,La Berrichonne de Châteauroux,€1K,61
Argentina,F. Sivetti,https://cdn.sofifa.org/players/4/19/245527.png,Estudiantes de La Plata,€2K,61
Spain,Jorge Mier,https://cdn.sofifa.org/players/4/19/246039.png,Real Oviedo,€1K,61
Germany,S. Schreck,https://cdn.sofifa.org/players/4/19/235288.png,Bayer 04 Leverkusen,€4K,61
Turkey,A. Dursun,https://cdn.sofifa.org/players/4/19/241688.png,Trabzonspor,€2K,61
Senegal,A. Ciss,https://cdn.sofifa.org/players/4/19/245016.png,Fortuna Sittard,€1K,61
Saudi Arabia,F. Al Shammari,https://cdn.sofifa.org/players/4/19/180760.png,Al Fayha,€2K,61
Spain,Raúl Vallejo,https://cdn.sofifa.org/players/4/19/241178.png,CD Numancia,€2K,61
Bosnia Herzegovina,J. Ščuk,https://cdn.sofifa.org/players/4/19/203547.png,BB Erzurumspor,€2K,61
Netherlands,G. Postma,https://cdn.sofifa.org/players/4/19/243227.png,FC Groningen,€1K,61
Bosnia Herzegovina,M. Sejmenovic,https://cdn.sofifa.org/players/4/19/144156.png,Neuchâtel Xamax,€2K,61
China PR,Jiang Jihong,https://cdn.sofifa.org/players/4/19/226844.png,Guangzhou R&F; FC,€3K,61
France,Y. Valery,https://cdn.sofifa.org/players/4/19/236316.png,Southampton,€3K,61
Germany,L. Marseiler,https://cdn.sofifa.org/players/4/19/240156.png,SpVgg Unterhaching,€1K,61
Ivory Coast,C. Kouan,https://cdn.sofifa.org/players/4/19/242204.png,Perugia,€1K,61
Poland,J. Łukowski,https://cdn.sofifa.org/players/4/19/215581.png,Wisła Płock,€1K,61
Wales,C. Harries,https://cdn.sofifa.org/players/4/19/228637.png,Swansea City,€3K,61
Germany,P. Knechtel,https://cdn.sofifa.org/players/4/19/243741.png,FC Energie Cottbus,€1K,61
Republic of Ireland,R. Lopes,https://cdn.sofifa.org/players/4/19/202014.png,Shamrock Rovers,€1K,61
England,N. Phillips,https://cdn.sofifa.org/players/4/19/240926.png,Liverpool,€9K,61
Germany,W. Hesl,https://cdn.sofifa.org/players/4/19/183070.png,1. FC Kaiserslautern,€1K,61
Sweden,S. Mohlin,https://cdn.sofifa.org/players/4/19/212255.png,Malmö FF,€1K,61
Latvia,M. Ošs,https://cdn.sofifa.org/players/4/19/231967.png,Neuchâtel Xamax,€2K,61
Germany,N. Mohammad,https://cdn.sofifa.org/players/4/19/243999.png,KFC Uerdingen 05,€2K,61
England,J. Ruffels,https://cdn.sofifa.org/players/4/19/202528.png,Oxford United,€2K,61
United States,G. Smith,https://cdn.sofifa.org/players/4/19/242720.png,Sporting Kansas City,€1K,61
England,S. Bennett,https://cdn.sofifa.org/players/4/19/190240.png,Newport County,€2K,61
Austria,D. Frieser,https://cdn.sofifa.org/players/4/19/239393.png,LASK Linz,€2K,61
Germany,J. Burkardt,https://cdn.sofifa.org/players/4/19/244257.png,1. FSV Mainz 05,€3K,61
Romania,A. Lupu,https://cdn.sofifa.org/players/4/19/246049.png,Deportivo Alavés,€3K,61
China PR,Wang Jinxian,https://cdn.sofifa.org/players/4/19/224546.png,Dalian YiFang FC,€2K,61
Argentina,A. Maziero,https://cdn.sofifa.org/players/4/19/242979.png,Rosario Central,€2K,61
Colombia,K. Moreno,https://cdn.sofifa.org/players/4/19/244771.png,Deportivo Cali,€1K,61
Brazil,Jose,https://cdn.sofifa.org/players/4/19/221732.png,Daegu FC,€1K,61
Spain,Eliseo Falcón,https://cdn.sofifa.org/players/4/19/234788.png,Granada CF,€1K,61
Kosovo,S. Ramizi,https://cdn.sofifa.org/players/4/19/211237.png,Neuchâtel Xamax,€2K,61
England,J. Flannigan,https://cdn.sofifa.org/players/4/19/218661.png,Burton Albion,€6K,61
India,P. Halder,https://cdn.sofifa.org/players/4/19/231461.png,NA,€0,61
Turkey,H. Adıgüzel,https://cdn.sofifa.org/players/4/19/237605.png,Akhisar Belediyespor,€2K,61
Norway,S. Strømnes,https://cdn.sofifa.org/players/4/19/164647.png,Stabæk Fotball,€1K,61
Poland,K. Pestka,https://cdn.sofifa.org/players/4/19/235303.png,Cracovia,€1K,61
Croatia,M. Kolar,https://cdn.sofifa.org/players/4/19/241191.png,Wisła Kraków,€1K,61
Germany,F. Brügmann,https://cdn.sofifa.org/players/4/19/244007.png,FC Carl Zeiss Jena,€1K,61
Poland,B. Urbański,https://cdn.sofifa.org/players/4/19/239656.png,Willem II,€1K,61
Germany,M. Schüler,https://cdn.sofifa.org/players/4/19/244009.png,FC Carl Zeiss Jena,€1K,61
Austria,P. Erhardt,https://cdn.sofifa.org/players/4/19/210474.png,SV Mattersburg,€3K,61
Sweden,V. Sköld,https://cdn.sofifa.org/players/4/19/220970.png,Örebro SK,€1K,61
England,K. Knoyle,https://cdn.sofifa.org/players/4/19/229930.png,Swindon Town,€2K,61
Mexico,J. Torres,https://cdn.sofifa.org/players/4/19/236842.png,Club Atlas,€2K,61
Republic of Ireland,J. Coustrain,https://cdn.sofifa.org/players/4/19/225067.png,Shamrock Rovers,€1K,61
Colombia,W. Mosquera,https://cdn.sofifa.org/players/4/19/227371.png,Jaguares de Córdoba,€1K,61
France,M. Chouiar,https://cdn.sofifa.org/players/4/19/235563.png,Racing Club de Lens,€1K,61
France,B. Héry,https://cdn.sofifa.org/players/4/19/215084.png,Waterford FC,€1K,61
Sweden,A. Nilsson,https://cdn.sofifa.org/players/4/19/237356.png,IF Brommapojkarna,€1K,61
Chile,B. Figueroa,https://cdn.sofifa.org/players/4/19/240428.png,Audax Italiano,€1K,61
Mexico,R. de la Rosa,https://cdn.sofifa.org/players/4/19/240940.png,Pachuca,€3K,61
France,M. Sagnan,https://cdn.sofifa.org/players/4/19/241708.png,Racing Club de Lens,€1K,61
Ivory Coast,Z. Bakayogo,https://cdn.sofifa.org/players/4/19/179757.png,Tranmere Rovers,€2K,61
Colombia,N. Barona,https://cdn.sofifa.org/players/4/19/234286.png,La Equidad,€1K,61
Chile,J. Sierra,https://cdn.sofifa.org/players/4/19/221487.png,Unión Española,€1K,61
Poland,A. Ryczkowski,https://cdn.sofifa.org/players/4/19/224303.png,Górnik Zabrze,€1K,61
Sweden,L. Jonsson,https://cdn.sofifa.org/players/4/19/237359.png,IK Sirius,€1K,61
Norway,C. Reppesgård,https://cdn.sofifa.org/players/4/19/202544.png,Sandefjord Fotball,€1K,61
France,B. Allain,https://cdn.sofifa.org/players/4/19/228912.png,Dijon FCO,€2K,61
Finland,M. Uusitalo,https://cdn.sofifa.org/players/4/19/234288.png,HJK Helsinki,€1K,61
Chile,T. Alarcón,https://cdn.sofifa.org/players/4/19/235824.png,CD O'Higgins,€1K,61
Australia,J. Chianese,https://cdn.sofifa.org/players/4/19/203569.png,Perth Glory,€1K,61
England,K. Howkins,https://cdn.sofifa.org/players/4/19/228401.png,West Bromwich Albion,€4K,61
Mexico,B. Galindo,https://cdn.sofifa.org/players/4/19/240177.png,Guadalajara,€2K,61
Bulgaria,I. Minchev,https://cdn.sofifa.org/players/4/19/243505.png,NA,€0,61
Serbia,A. Zekaj,https://cdn.sofifa.org/players/4/19/244529.png,LOSC Lille,€2K,61
Sweden,T. Vaiho,https://cdn.sofifa.org/players/4/19/189233.png,Djurgårdens IF,€1K,61
Chile,L. Sotomayor,https://cdn.sofifa.org/players/4/19/215090.png,Deportes Iquique,€1K,61
Northern Ireland,B. Kennedy,https://cdn.sofifa.org/players/4/19/225586.png,Stevenage,€2K,61
England,N. Baxter,https://cdn.sofifa.org/players/4/19/234803.png,Yeovil Town,€1K,61
Argentina,E. Rueda,https://cdn.sofifa.org/players/4/19/240691.png,Argentinos Juniors,€2K,61
England,R. Hepburn-Murphy,https://cdn.sofifa.org/players/4/19/228148.png,Aston Villa,€2K,61
Germany,K. Gipson,https://cdn.sofifa.org/players/4/19/229172.png,SV Sandhausen,€1K,61
Bosnia Herzegovina,I. Hajtić,https://cdn.sofifa.org/players/4/19/236596.png,FC Würzburger Kickers,€1K,61
Germany,J. Vollert,https://cdn.sofifa.org/players/4/19/239668.png,SV Werder Bremen,€3K,61
Poland,K. Zapolnik,https://cdn.sofifa.org/players/4/19/245812.png,Górnik Zabrze,€1K,61
Germany,G. Gül,https://cdn.sofifa.org/players/4/19/229173.png,Fortuna Düsseldorf,€2K,61
Germany,S. Klaas,https://cdn.sofifa.org/players/4/19/239925.png,VfL Osnabrück,€1K,61
Republic of Ireland,C. O'Malley,https://cdn.sofifa.org/players/4/19/222007.png,Peterborough United,€1K,61
Saudi Arabia,F. Al Aiyaf,https://cdn.sofifa.org/players/4/19/225079.png,Al Hazem,€2K,61
Argentina,L. Mosevich,https://cdn.sofifa.org/players/4/19/231479.png,FC St. Gallen,€2K,61
Scotland,R. Porteous,https://cdn.sofifa.org/players/4/19/240439.png,Hibernian,€1K,61
Germany,H. Mörschel,https://cdn.sofifa.org/players/4/19/244023.png,Holstein Kiel,€2K,61
Germany,G. Sağlam,https://cdn.sofifa.org/players/4/19/229176.png,VfL Bochum 1848,€2K,61
Iceland,B. Bödvarsson,https://cdn.sofifa.org/players/4/19/232504.png,Jagiellonia Białystok,€2K,61
Germany,F. Geisler,https://cdn.sofifa.org/players/4/19/238648.png,FC Energie Cottbus,€1K,61
Switzerland,G. Omotayo,https://cdn.sofifa.org/players/4/19/244536.png,Bury,€3K,61
Republic of Ireland,D. Rogers,https://cdn.sofifa.org/players/4/19/208697.png,St. Mirren,€1K,61
United States,A. Zendejas,https://cdn.sofifa.org/players/4/19/229433.png,Sporting Kansas City,€1K,61
Czech Republic,T. Chorý,https://cdn.sofifa.org/players/4/19/244793.png,Viktoria Plzeň,€1K,61
Argentina,J. Vázquez,https://cdn.sofifa.org/players/4/19/245817.png,Deportivo Pasto,€1K,61
Korea Republic,Yun Ju Tae,https://cdn.sofifa.org/players/4/19/203834.png,FC Seoul,€2K,61
Japan,T. Masuda,https://cdn.sofifa.org/players/4/19/232506.png,V-Varen Nagasaki,€2K,61
Germany,L. Lauberbach,https://cdn.sofifa.org/players/4/19/239418.png,FSV Zwickau,€1K,61
France,Y. Clementia,https://cdn.sofifa.org/players/4/19/241210.png,OGC Nice,€2K,61
Germany,D. Orlishausen,https://cdn.sofifa.org/players/4/19/203835.png,FC Hansa Rostock,€1K,61
England,D. Whitaker,https://cdn.sofifa.org/players/4/19/13883.png,Macclesfield Town,€1K,61
Saudi Arabia,A. Khormi,https://cdn.sofifa.org/players/4/19/211259.png,Al Hazem,€2K,61
Croatia,L. Marić,https://cdn.sofifa.org/players/4/19/226107.png,Arka Gdynia,€1K,61
Germany,F. Benko,https://cdn.sofifa.org/players/4/19/231228.png,LASK Linz,€2K,61
China PR,Liu Zhenli,https://cdn.sofifa.org/players/4/19/182076.png,Shandong Luneng TaiShan FC,€2K,61
Italy,M. Piccinocchi,https://cdn.sofifa.org/players/4/19/229438.png,FC Lugano,€1K,61
Romania,A. Paşcanu,https://cdn.sofifa.org/players/4/19/237630.png,NA,€0,61
Saudi Arabia,A. Al Harbi,https://cdn.sofifa.org/players/4/19/210495.png,Al Hazem,€2K,61
Korea Republic,Kim Gyeong Min,https://cdn.sofifa.org/players/4/19/221759.png,Jeju United FC,€1K,61
Chile,R. González,https://cdn.sofifa.org/players/4/19/236351.png,San Luis de Quillota,€1K,61
Korea Republic,Song Soo Yeong,https://cdn.sofifa.org/players/4/19/221760.png,Sangju Sangmu FC,€1K,61
Japan,Y. Nakazawa,https://cdn.sofifa.org/players/4/19/156480.png,Yokohama F. Marinos,€1K,61
Saudi Arabia,A. Al Ammar,https://cdn.sofifa.org/players/4/19/225600.png,Al Fateh,€4K,61
England,J. Ibehre,https://cdn.sofifa.org/players/4/19/19521.png,Cambridge United,€2K,61
Korea Republic,Jeong Dong Yun,https://cdn.sofifa.org/players/4/19/233281.png,Incheon United FC,€1K,61
Saudi Arabia,M. Harzan,https://cdn.sofifa.org/players/4/19/238913.png,Al Taawoun,€4K,61
Japan,G. Hatano,https://cdn.sofifa.org/players/4/19/241217.png,FC Tokyo,€1K,61
China PR,Li Yuanyi,https://cdn.sofifa.org/players/4/19/223298.png,Tianjin TEDA FC,€2K,61
Romania,M. Dobre,https://cdn.sofifa.org/players/4/19/237378.png,Bournemouth,€4K,61
Chile,N. Fernández,https://cdn.sofifa.org/players/4/19/239682.png,Audax Italiano,€1K,61
Argentina,M. López,https://cdn.sofifa.org/players/4/19/240962.png,Club Atlético Banfield,€2K,61
France,C. Dilo,https://cdn.sofifa.org/players/4/19/211011.png,Paris FC,€1K,61
Germany,J. Beste,https://cdn.sofifa.org/players/4/19/240451.png,SV Werder Bremen,€2K,61
Scotland,D. Thomas,https://cdn.sofifa.org/players/4/19/221764.png,Kilmarnock,€1K,61
United States,E. Edwards Jr.,https://cdn.sofifa.org/players/4/19/227653.png,Orlando City SC,€1K,61
Saudi Arabia,A. Al Jadani,https://cdn.sofifa.org/players/4/19/212038.png,Al Wehda,€3K,61
Germany,M. Engelhardt,https://cdn.sofifa.org/players/4/19/228935.png,Eintracht Braunschweig,€1K,61
Turkey,C. Yüksel,https://cdn.sofifa.org/players/4/19/243271.png,Galatasaray SK,€6K,61
Austria,T. Casali,https://cdn.sofifa.org/players/4/19/222024.png,SV Mattersburg,€2K,61
England,D. Jaiyesimi,https://cdn.sofifa.org/players/4/19/232520.png,Yeovil Town,€4K,61
Germany,Y. Bisseck,https://cdn.sofifa.org/players/4/19/241736.png,1. FC Köln,€1K,61
Senegal,A. Sarr,https://cdn.sofifa.org/players/4/19/208457.png,Paris FC,€2K,61
Norway,T. Svendsen,https://cdn.sofifa.org/players/4/19/231241.png,FK Haugesund,€1K,61
England,J. Williams,https://cdn.sofifa.org/players/4/19/239177.png,Rochdale,€1K,61
Norway,B. Risa,https://cdn.sofifa.org/players/4/19/241737.png,Odds BK,€1K,61
Colombia,D. Contreras,https://cdn.sofifa.org/players/4/19/227146.png,Jaguares de Córdoba,€1K,61
England,B. Halliday,https://cdn.sofifa.org/players/4/19/219467.png,Cambridge United,€2K,61
Germany,L. Dietz,https://cdn.sofifa.org/players/4/19/241995.png,VfL Sportfreunde Lotte,€3K,61
Saudi Arabia,N. Al Omran,https://cdn.sofifa.org/players/4/19/242507.png,Al Shabab,€4K,61
Spain,Parra,https://cdn.sofifa.org/players/4/19/245579.png,AD Alcorcón,€2K,61
Wales,R. Taylor,https://cdn.sofifa.org/players/4/19/186188.png,Macclesfield Town,€2K,61
England,C. Thomas,https://cdn.sofifa.org/players/4/19/200781.png,Cheltenham Town,€2K,61
Iceland,O. Ómarsson,https://cdn.sofifa.org/players/4/19/213837.png,Sarpsborg 08 FF,€1K,61
Germany,S. Kopp,https://cdn.sofifa.org/players/4/19/238669.png,SSV Jahn Regensburg,€2K,61
China PR,Chen Binbin,https://cdn.sofifa.org/players/4/19/241485.png,Shanghai SIPG FC,€2K,61
United States,M. Toye,https://cdn.sofifa.org/players/4/19/242253.png,Minnesota United FC,€1K,61
Spain,Cordero,https://cdn.sofifa.org/players/4/19/236878.png,Gimnàstic de Tarragona,€1K,61
United States,N. Jackson,https://cdn.sofifa.org/players/4/19/242766.png,Colorado Rapids,€1K,61
Finland,B. Källman,https://cdn.sofifa.org/players/4/19/245582.png,Dundee FC,€1K,61
Germany,L. Cueto,https://cdn.sofifa.org/players/4/19/224335.png,SC Preußen Münster,€1K,61
Spain,Guillamón,https://cdn.sofifa.org/players/4/19/246352.png,Valencia CF,€2K,61
Senegal,P. Camara,https://cdn.sofifa.org/players/4/19/204881.png,Grenoble Foot 38,€1K,61
Colombia,W. Cuesta,https://cdn.sofifa.org/players/4/19/214353.png,Deportes Tolima,€1K,61
Spain,Campos,https://cdn.sofifa.org/players/4/19/240722.png,CD Numancia,€1K,61
Slovakia,F. Plach,https://cdn.sofifa.org/players/4/19/242514.png,Piast Gliwice,€1K,61
Saudi Arabia,H. Belal,https://cdn.sofifa.org/players/4/19/228691.png,Al Qadisiyah,€3K,61
Belgium,D. Foulon,https://cdn.sofifa.org/players/4/19/242003.png,Waasland-Beveren,€1K,61
Sweden,L. Fritzson,https://cdn.sofifa.org/players/4/19/237140.png,Östersunds FK,€1K,61
United States,P. Da Silva,https://cdn.sofifa.org/players/4/19/237396.png,Orlando City SC,€1K,61
Norway,K. Skaanes,https://cdn.sofifa.org/players/4/19/210773.png,IK Start,€1K,61
England,I. Ugbo,https://cdn.sofifa.org/players/4/19/233045.png,Scunthorpe United,€1K,61
France,C. Operi,https://cdn.sofifa.org/players/4/19/236629.png,La Berrichonne de Châteauroux,€1K,61
Germany,C. Köppel,https://cdn.sofifa.org/players/4/19/243797.png,TSV 1860 München,€1K,61
England,C. Dickinson,https://cdn.sofifa.org/players/4/19/163158.png,Yeovil Town,€2K,61
France,T. Robinet,https://cdn.sofifa.org/players/4/19/229974.png,FC Sochaux-Montbéliard,€1K,61
Spain,Yeremi Valerón,https://cdn.sofifa.org/players/4/19/237910.png,UD Las Palmas,€1K,61
England,S. Finley,https://cdn.sofifa.org/players/4/19/244054.png,Accrington Stanley,€1K,61
Denmark,A. Bruhn,https://cdn.sofifa.org/players/4/19/216407.png,Randers FC,€2K,61
Denmark,M. Amundsen,https://cdn.sofifa.org/players/4/19/242263.png,Eintracht Braunschweig,€1K,61
Austria,T. Vollnhofer,https://cdn.sofifa.org/players/4/19/210264.png,SKN St. Pölten,€2K,61
France,N. Atangana,https://cdn.sofifa.org/players/4/19/224088.png,Cheltenham Town,€3K,61
Cameroon,D. Tchamba,https://cdn.sofifa.org/players/4/19/240728.png,RC Strasbourg Alsace,€1K,61
Greece,A. Kartalis,https://cdn.sofifa.org/players/4/19/224345.png,FSV Zwickau,€1K,61
Colombia,J. Victoria,https://cdn.sofifa.org/players/4/19/232281.png,Granada CF,€2K,61
Mexico,E. Orona,https://cdn.sofifa.org/players/4/19/237657.png,Pachuca,€2K,61
Japan,K. Yamaguchi,https://cdn.sofifa.org/players/4/19/242777.png,Kashima Antlers,€2K,61
Spain,Angel Sánchez,https://cdn.sofifa.org/players/4/19/237146.png,RCD Espanyol,€3K,61
Germany,B. Kindsvater,https://cdn.sofifa.org/players/4/19/243802.png,TSV 1860 München,€2K,61
Denmark,N. Laursen,https://cdn.sofifa.org/players/4/19/224859.png,Brøndby IF,€2K,61
England,L. Bolton,https://cdn.sofifa.org/players/4/19/233051.png,Manchester City,€7K,61
