Name,Photo,Overall,Potential,Value,Wage,Age,Height,Club,Nationality,League,Country,InternationalReputation
P. Joosten,https://cdn.sofifa.org/players/4/19/228568.png,66,72,NA,5,22,5'11,VVV-Venlo,Netherlands,Eredivisie,Netherlands,1
P. Kadeřábek,https://cdn.sofifa.org/players/4/19/203605.png,80,81,14,39,26,6'0,TSG 1899 Hoffenheim,Czech Republic,Bundesliga,Germany,NA
P. Kammerbauer,https://cdn.sofifa.org/players/4/19/235253.png,67,77,1.1,5,21,5'9,SC Freiburg,Germany,Bundesliga,Germany,1
P. Kimpembe,https://cdn.sofifa.org/players/4/19/225850.png,83,89,30.5,82,22,6'2,Paris Saint-Germain,France,Ligue 1,France,2
P. Klandt,https://cdn.sofifa.org/players/4/19/177508.png,69,69,NA,8,34,6'0,1. FC Nürnberg,Germany,Bundesliga,Germany,1
P. Köpke,https://cdn.sofifa.org/players/4/19/229271.png,71,79,3.5,16,22,5'10,Hertha BSC,Germany,Bundesliga,Germany,1
P. Kunde Malong,https://cdn.sofifa.org/players/4/19/240190.png,72,79,3.7,15,22,5'11,1. FSV Mainz 05,Cameroon,Bundesliga,Germany,1
P. Lasne,https://cdn.sofifa.org/players/4/19/192242.png,75,75,6.5,25,29,6'1,Montpellier HSC,France,Ligue 1,France,1
P. Lees-Melou,https://cdn.sofifa.org/players/4/19/230020.png,78,80,12.5,33,25,6'1,OGC Nice,France,Ligue 1,France,1
P. Lienhart,https://cdn.sofifa.org/players/4/19/231366.png,67,77,1.1,5,21,6'2,SC Freiburg,Austria,Bundesliga,Germany,1
P. Martinez,https://cdn.sofifa.org/players/4/19/223284.png,73,74,3.5,15,29,6'0,RC Strasbourg Alsace,France,Ligue 1,France,1
P. Max,https://cdn.sofifa.org/players/4/19/212187.png,78,81,11,22,24,5'10,FC Augsburg,Germany,Bundesliga,Germany,1
P. Mbodji,https://cdn.sofifa.org/players/4/19/243432.png,60,70,NA,2,20,6'0,Getafe CF,Senegal,La Liga,Spain,1
P. Menzel,https://cdn.sofifa.org/players/4/19/235141.png,59,75,NA,1,19,6'4,VfL Wolfsburg,Germany,Bundesliga,Germany,1
P. Micin,https://cdn.sofifa.org/players/4/19/245023.png,66,83,1.4,4,19,6'2,Udinese,Serbia,Serie A,Italy,1
P. Mlapa,https://cdn.sofifa.org/players/4/19/193749.png,68,68,NA,9,27,6'4,VVV-Venlo,Togo,Eredivisie,Netherlands,1
P. Mwene,https://cdn.sofifa.org/players/4/19/216275.png,71,78,2.8,13,24,5'8,1. FSV Mainz 05,Austria,Bundesliga,Germany,1
P. Ntep,https://cdn.sofifa.org/players/4/19/201533.png,75,76,8,36,25,5'11,VfL Wolfsburg,Cameroon,Bundesliga,Germany,2
P. Oniangué,https://cdn.sofifa.org/players/4/19/183453.png,71,71,1.8,14,29,6'3,Stade Malherbe Caen,Congo,Ligue 1,France,2
P. Papp,https://cdn.sofifa.org/players/4/19/204211.png,67,67,NA,5,28,6'2,Sivasspor,Romania,Süper Lig,Turkey,1
P. Pekarík,https://cdn.sofifa.org/players/4/19/190854.png,75,75,4.4,23,31,5'9,Hertha BSC,Slovakia,Bundesliga,Germany,2
P. Pellegri,https://cdn.sofifa.org/players/4/19/238873.png,67,88,1.7,11,17,6'2,AS Monaco,Italy,Ligue 1,France,1
P. Pervan,https://cdn.sofifa.org/players/4/19/199909.png,66,66,NA,8,30,6'4,VfL Wolfsburg,Austria,Bundesliga,Germany,1
P. Pogba,https://cdn.sofifa.org/players/4/19/195864.png,87,91,64,210,25,6'4,Manchester United,France,Premier League,UK,4
P. Prado,https://cdn.sofifa.org/players/4/19/245402.png,61,72,NA,3,22,5'8,FC Nantes,Peru,Ligue 1,France,1
P. Retsos,https://cdn.sofifa.org/players/4/19/234986.png,75,85,9,19,19,6'1,Bayer 04 Leverkusen,Greece,Bundesliga,Germany,1
P. Reulet,https://cdn.sofifa.org/players/4/19/210579.png,69,77,1.2,7,24,5'11,Stade Malherbe Caen,France,Ligue 1,France,1
P. Roberts,https://cdn.sofifa.org/players/4/19/221982.png,74,82,8.5,60,21,5'7,Girona FC,England,La Liga,Spain,1
P. Rodríguez,https://cdn.sofifa.org/players/4/19/207454.png,69,69,1.1,4,28,5'7,Moreirense FC,Argentina,Liga Nos,Portugal,1
P. Rosario,https://cdn.sofifa.org/players/4/19/235134.png,74,82,7,9,21,6'2,PSV,Netherlands,Eredivisie,Netherlands,1
P. Sabbag,https://cdn.sofifa.org/players/4/19/233078.png,63,77,NA,1,21,6'2,CD Tondela,Colombia,Liga Nos,Portugal,1
P. Sagna,https://cdn.sofifa.org/players/4/19/201512.png,70,70,1.5,4,27,6'0,Os Belenenses,Senegal,Liga Nos,Portugal,1
P. Sammarco,https://cdn.sofifa.org/players/4/19/149572.png,68,68,NA,5,35,6'0,Frosinone,Italy,Serie A,Italy,1
P. Sandler,https://cdn.sofifa.org/players/4/19/234679.png,69,81,1.7,28,21,6'3,Manchester City,Netherlands,Premier League,UK,1
P. Schiattarella,https://cdn.sofifa.org/players/4/19/188541.png,73,73,3.4,12,31,5'10,SPAL,Italy,Serie A,Italy,1
P. Schick,https://cdn.sofifa.org/players/4/19/234236.png,77,86,14,53,22,6'1,Roma,Czech Republic,Serie A,Italy,2
P. Schuurs,https://cdn.sofifa.org/players/4/19/241854.png,70,82,2.6,4,18,6'4,Ajax,Netherlands,Eredivisie,Netherlands,1
P. Schwegler,https://cdn.sofifa.org/players/4/19/158905.png,76,76,5,29,31,5'10,Hannover 96,Switzerland,Bundesliga,Germany,2
P. Seguin,https://cdn.sofifa.org/players/4/19/221885.png,69,76,1.2,15,23,6'1,VfL Wolfsburg,Germany,Bundesliga,Germany,1
P. Sisniega,https://cdn.sofifa.org/players/4/19/235590.png,66,73,NA,5,22,6'4,Real Sociedad,Mexico,La Liga,Spain,1
P. Sisto,https://cdn.sofifa.org/players/4/19/212196.png,78,84,14,25,23,5'8,RC Celta,Denmark,La Liga,Spain,1
P. Skjelbred,https://cdn.sofifa.org/players/4/19/152996.png,77,77,6,26,31,5'9,Hertha BSC,Norway,Bundesliga,Germany,2
P. Škuletić,https://cdn.sofifa.org/players/4/19/193581.png,71,71,2.4,18,28,6'4,Montpellier HSC,Serbia,Ligue 1,France,NA
P. Souaré,https://cdn.sofifa.org/players/4/19/193475.png,70,70,1.4,25,28,5'10,Crystal Palace,Senegal,Premier League,UK,1
P. Stenzel,https://cdn.sofifa.org/players/4/19/229584.png,72,77,3.5,14,22,6'0,SC Freiburg,Germany,Bundesliga,Germany,1
P. Terracciano,https://cdn.sofifa.org/players/4/19/205812.png,71,72,1.9,8,28,6'4,Empoli,Italy,Serie A,Italy,1
P. Tschauner,https://cdn.sofifa.org/players/4/19/158777.png,75,75,3.8,22,32,6'5,Hannover 96,Germany,Bundesliga,Germany,1
P. Twumasi,https://cdn.sofifa.org/players/4/19/221793.png,65,71,NA,6,24,5'9,Deportivo Alavés,Ghana,La Liga,Spain,1
P. Valdivia,https://cdn.sofifa.org/players/4/19/188383.png,68,68,NA,8,30,6'1,Nîmes Olympique,France,Ligue 1,France,1
P. van Aanholt,https://cdn.sofifa.org/players/4/19/186190.png,76,76,6.5,44,27,5'9,Crystal Palace,Netherlands,Premier League,UK,1
P. van Amersfoort,https://cdn.sofifa.org/players/4/19/225187.png,68,74,1.2,4,22,6'4,SC Heerenveen,Netherlands,Eredivisie,Netherlands,1
P. van Anholt,https://cdn.sofifa.org/players/4/19/204332.png,69,69,NA,5,27,5'7,"NAC Breda",Netherlands,Eredivisie,Netherlands,1
P. van der Vlag,https://cdn.sofifa.org/players/4/19/28157.png,58,58,NA,1,40,6'1,FC Emmen,Netherlands,Eredivisie,Netherlands,1
P. van Ooijen,https://cdn.sofifa.org/players/4/19/210488.png,67,69,NA,3,26,5'10,VVV-Venlo,Netherlands,Eredivisie,Netherlands,1
P. Velthuizen,https://cdn.sofifa.org/players/4/19/177152.png,69,69,NA,6,31,6'2,AZ Alkmaar,Netherlands,Eredivisie,Netherlands,1
P. Verhaegh,https://cdn.sofifa.org/players/4/19/148839.png,74,74,1.6,32,34,5'10,VfL Wolfsburg,Netherlands,Bundesliga,Germany,2
P. Vlachodimos,https://cdn.sofifa.org/players/4/19/209317.png,67,67,NA,6,26,6'0,Nîmes Olympique,Greece,Ligue 1,France,1
P. Will,https://cdn.sofifa.org/players/4/19/246127.png,61,77,NA,5,19,6'1,FC Bayern München,Germany,Bundesliga,Germany,1
P. Zabaleta,https://cdn.sofifa.org/players/4/19/142784.png,76,76,3,60,33,5'10,West Ham United,Argentina,Premier League,UK,3
P. Zieliński,https://cdn.sofifa.org/players/4/19/210406.png,81,88,24.5,64,24,5'11,Napoli,Poland,Serie A,Italy,NA
Pablo,https://cdn.sofifa.org/players/4/19/201315.png,76,77,7.5,34,27,6'2,FC Girondins de Bordeaux,Brazil,Ligue 1,France,1
Pablo Fornals,https://cdn.sofifa.org/players/4/19/226456.png,81,86,24,36,22,5'10,Villarreal CF,Spain,La Liga,Spain,1
Pablo Maffeo,https://cdn.sofifa.org/players/4/19/221342.png,78,86,13,24,20,5'8,VfB Stuttgart,Spain,Bundesliga,Germany,1
Pablo Santos,https://cdn.sofifa.org/players/4/19/239872.png,75,78,7,13,26,6'2,SC Braga,Brazil,Liga Nos,Portugal,1
Pablo Sarabia,https://cdn.sofifa.org/players/4/19/198950.png,82,83,26,26,26,5'9,Sevilla FC,Spain,La Liga,Spain,2
Pacheco,https://cdn.sofifa.org/players/4/19/209960.png,80,83,13,23,26,6'1,Deportivo Alavés,Spain,La Liga,Spain,1
Pacheco1,https://cdn.sofifa.org/players/4/19/194946.png,68,68,NA,3,34,5'11,Santa Clara,Canada,Liga Nos,Portugal,1
Paco Alcácer,https://cdn.sofifa.org/players/4/19/200454.png,81,85,23.5,59,24,5'9,Borussia Dortmund,Spain,Bundesliga,Germany,2
Paik Seung Ho,https://cdn.sofifa.org/players/4/19/237424.png,67,77,1.2,7,21,5'11,Girona FC,Korea Republic,La Liga,Spain,1
Palhinha,https://cdn.sofifa.org/players/4/19/229391.png,75,82,8,10,22,6'3,SC Braga,Portugal,Liga Nos,Portugal,1
Paolo Fernandes,https://cdn.sofifa.org/players/4/19/223979.png,67,78,1.3,15,19,5'7,"NAC Breda",Spain,Eredivisie,Netherlands,1
Parejo,https://cdn.sofifa.org/players/4/19/189513.png,85,85,37,66,29,6'0,Valencia CF,Spain,La Liga,Spain,2
Pascu,https://cdn.sofifa.org/players/4/19/244106.png,64,82,NA,3,18,5'11,Valencia CF,Spain,La Liga,Spain,1
Pastrana,https://cdn.sofifa.org/players/4/19/227329.png,65,75,NA,4,21,5'11,RC Celta,Spain,La Liga,Spain,1
Patric,https://cdn.sofifa.org/players/4/19/206098.png,72,75,3.2,26,25,6'0,Lazio,Spain,Serie A,Italy,1
Patrick,https://cdn.sofifa.org/players/4/19/208114.png,71,72,2.2,4,27,5'8,Santa Clara,Brazil,Liga Nos,Portugal,1
Patrick1,https://cdn.sofifa.org/players/4/19/244046.png,65,69,NA,2,24,6'3,CD Tondela,Cape Verde,Liga Nos,Portugal,1
Pau López,https://cdn.sofifa.org/players/4/19/221087.png,82,87,21.5,21,23,6'2,Real Betis,Spain,La Liga,Spain,1
Paulinho,https://cdn.sofifa.org/players/4/19/216531.png,77,79,11,16,25,6'2,SC Braga,Portugal,Liga Nos,Portugal,1
Paulinho1,https://cdn.sofifa.org/players/4/19/207734.png,75,82,9.5,9,23,5'5,Portimonense SC,Brazil,Liga Nos,Portugal,1
Paulinho12,https://cdn.sofifa.org/players/4/19/211014.png,73,73,3.4,8,26,5'9,GD Chaves,Portugal,Liga Nos,Portugal,1
Paulinho123,https://cdn.sofifa.org/players/4/19/239970.png,71,86,4.7,15,17,5'10,Bayer 04 Leverkusen,Brazil,Bundesliga,Germany,1
Paulo Alves,https://cdn.sofifa.org/players/4/19/237966.png,59,70,NA,6,20,5'9,Wolverhampton Wanderers,Portugal,Premier League,UK,1
Paulo Henrique,https://cdn.sofifa.org/players/4/19/184401.png,71,71,2.4,13,29,6'1,Akhisar Belediyespor,Brazil,Süper Lig,Turkey,1
Paulo Henrique1,https://cdn.sofifa.org/players/4/19/245790.png,67,74,1.1,3,20,5'7,Portimonense SC,Brazil,Liga Nos,Portugal,1
Paulo Oliveira,https://cdn.sofifa.org/players/4/19/210679.png,76,78,7.5,21,27,6'2,SD Eibar,Portugal,La Liga,Spain,1
Paulo Vítor,https://cdn.sofifa.org/players/4/19/245783.png,63,64,NA,2,29,6'5,Rio Ave FC,Brazil,Liga Nos,Portugal,1
Pedraza,https://cdn.sofifa.org/players/4/19/228302.png,75,80,9,24,22,6'0,Villarreal CF,Spain,La Liga,Spain,1
Pedrinho,https://cdn.sofifa.org/players/4/19/186823.png,65,65,NA,3,33,5'10,CD Aves,Portugal,Liga Nos,Portugal,1
Pedro,https://cdn.sofifa.org/players/4/19/189505.png,82,82,21,140,30,5'7,Chelsea,Spain,Premier League,UK,3
Pedro Chirivella,https://cdn.sofifa.org/players/4/19/224019.png,66,75,NA,17,21,5'10,Liverpool,Spain,Premier League,UK,1
Pedro Gonçalves,https://cdn.sofifa.org/players/4/19/240950.png,58,74,NA,6,20,5'8,Wolverhampton Wanderers,Portugal,Premier League,UK,1
Pedro León,https://cdn.sofifa.org/players/4/19/175379.png,81,81,15.5,32,31,6'0,SD Eibar,Spain,La Liga,Spain,2
Pedro López,https://cdn.sofifa.org/players/4/19/157479.png,71,71,NA,13,34,5'9,Levante UD,Spain,La Liga,Spain,1
Pedro Mendes,https://cdn.sofifa.org/players/4/19/200677.png,78,80,10,26,27,6'1,Montpellier HSC,Portugal,Ligue 1,France,1
Pedro Neto,https://cdn.sofifa.org/players/4/19/238616.png,62,79,NA,1,18,5'8,Lazio,Portugal,Serie A,Italy,1
Pedro Nuno,https://cdn.sofifa.org/players/4/19/224538.png,72,79,4.4,5,23,5'9,Moreirense FC,Portugal,Liga Nos,Portugal,1
Pedro Obiang,https://cdn.sofifa.org/players/4/19/200054.png,77,80,9,65,26,6'1,West Ham United,Equatorial Guinea,Premier League,UK,2
Pedro Pereira,https://cdn.sofifa.org/players/4/19/230824.png,69,81,1.6,4,20,6'0,Genoa,Portugal,Serie A,Italy,1
Pedro Pinto,https://cdn.sofifa.org/players/4/19/235257.png,70,74,2,3,23,6'2,Vitória de Setúbal,Portugal,Liga Nos,Portugal,1
Pedro Porro,https://cdn.sofifa.org/players/4/19/243576.png,69,82,1.6,5,18,5'9,Girona FC,Spain,La Liga,Spain,1
Pedro Rebocho,https://cdn.sofifa.org/players/4/19/234930.png,74,82,7,16,23,5'7,En Avant de Guingamp,Portugal,Ligue 1,France,1
Pedro Sá,https://cdn.sofifa.org/players/4/19/238856.png,73,80,4.8,7,24,5'9,Portimonense SC,Portugal,Liga Nos,Portugal,1
Pedro Silva,https://cdn.sofifa.org/players/4/19/239999.png,65,77,NA,2,21,6'2,CD Tondela,Portugal,Liga Nos,Portugal,1
Pedro Trigueira,https://cdn.sofifa.org/players/4/19/193870.png,67,68,NA,2,30,6'4,Moreirense FC,Portugal,Liga Nos,Portugal,1
Pedrosa,https://cdn.sofifa.org/players/4/19/237541.png,68,76,1.1,2,21,6'1,Vitória de Setúbal,Portugal,Liga Nos,Portugal,1
Pedrosa1,https://cdn.sofifa.org/players/4/19/222569.png,56,64,NA,2,21,6'0,Real Valladolid CF,Spain,La Liga,Spain,1
Pejiño,https://cdn.sofifa.org/players/4/19/242489.png,68,77,1.4,5,21,5'9,Sevilla FC,Spain,La Liga,Spain,1
Pelé,https://cdn.sofifa.org/players/4/19/194020.png,75,77,6.5,48,26,6'0,AS Monaco,Guinea Bissau,Ligue 1,France,1
Pepe,https://cdn.sofifa.org/players/4/19/120533.png,85,85,9,57,35,6'2,Beşiktaş JK,Portugal,Süper Lig,Turkey,NA
Pepê,https://cdn.sofifa.org/players/4/19/245289.png,62,75,NA,1,20,5'7,Portimonense SC,Brazil,Liga Nos,Portugal,1
Pepe Reina,https://cdn.sofifa.org/players/4/19/24630.png,83,83,6,56,35,6'2,Milan,Spain,Serie A,Italy,3
Perdigão,https://cdn.sofifa.org/players/4/19/234618.png,73,73,4.3,10,26,6'1,GD Chaves,Brazil,Liga Nos,Portugal,1
Pere Milla,https://cdn.sofifa.org/players/4/19/225926.png,73,76,5,17,25,5'10,SD Eibar,Spain,La Liga,Spain,1
Pere Pons,https://cdn.sofifa.org/players/4/19/211706.png,78,83,13.5,31,25,5'10,Girona FC,Spain,La Liga,Spain,1
Perera,https://cdn.sofifa.org/players/4/19/245631.png,62,73,NA,3,21,6'1,Deportivo Alavés,Spain,La Liga,Spain,1
Philipe Sampaio,https://cdn.sofifa.org/players/4/19/224376.png,70,77,2.1,6,23,6'3,CD Feirense,Brazil,Liga Nos,Portugal,1
Pipa,https://cdn.sofifa.org/players/4/19/244625.png,67,75,NA,6,20,5'9,RCD Espanyol,Spain,La Liga,Spain,1
Piqué,https://cdn.sofifa.org/players/4/19/152729.png,87,87,34,240,31,6'4,FC Barcelona,Spain,La Liga,Spain,4
Pité,https://cdn.sofifa.org/players/4/19/235225.png,65,72,NA,1,23,6'2,CD Tondela,Portugal,Liga Nos,Portugal,1
Pizzi,https://cdn.sofifa.org/players/4/19/197965.png,83,83,25.5,22,28,5'10,SL Benfica,Portugal,Liga Nos,Portugal,3
Platiny,https://cdn.sofifa.org/players/4/19/234957.png,70,70,1.9,7,27,5'10,GD Chaves,Brazil,Liga Nos,Portugal,1
Pleguezuelo,https://cdn.sofifa.org/players/4/19/222576.png,68,77,1.2,21,21,5'11,Arsenal,Spain,Premier League,UK,1
Pol Lirola,https://cdn.sofifa.org/players/4/19/235875.png,74,80,6.5,26,20,6'0,Sassuolo,Spain,Serie A,Italy,1
Pol Llonch,https://cdn.sofifa.org/players/4/19/225507.png,70,73,1.9,5,25,5'7,Willem II,Spain,Eredivisie,Netherlands,1
Pol Lozano,https://cdn.sofifa.org/players/4/19/244407.png,57,74,NA,2,18,5'9,RCD Espanyol,Spain,La Liga,Spain,1
Portillo,https://cdn.sofifa.org/players/4/19/193844.png,75,75,6.5,22,28,5'7,Getafe CF,Spain,La Liga,Spain,1
Portu,https://cdn.sofifa.org/players/4/19/205070.png,80,81,17.5,37,26,5'10,Girona FC,Spain,La Liga,Spain,1
Postigo,https://cdn.sofifa.org/players/4/19/214639.png,75,75,5,21,29,6'1,Levante UD,Spain,La Liga,Spain,1
Pozo,https://cdn.sofifa.org/players/4/19/218746.png,74,81,8,15,22,5'7,Rayo Vallecano,Spain,La Liga,Spain,1
Puado,https://cdn.sofifa.org/players/4/19/244622.png,69,78,1.7,10,20,5'10,RCD Espanyol,Spain,La Liga,Spain,1
Pulido,https://cdn.sofifa.org/players/4/19/200519.png,71,72,2.2,13,27,6'1,SD Huesca,Spain,La Liga,Spain,1
Q. Beunardeau,https://cdn.sofifa.org/players/4/19/209830.png,68,72,NA,3,24,6'0,CD Aves,France,Liga Nos,Portugal,1
Q. Braat,https://cdn.sofifa.org/players/4/19/231720.png,64,75,NA,3,20,6'4,FC Nantes,France,Ligue 1,France,1
Q. Cornette,https://cdn.sofifa.org/players/4/19/225584.png,69,72,1.3,8,24,5'8,Amiens SC,France,Ligue 1,France,1
Q. Promes,https://cdn.sofifa.org/players/4/19/208808.png,83,84,30.5,28,26,5'9,Sevilla FC,Netherlands,La Liga,Spain,2
Quaresma,https://cdn.sofifa.org/players/4/19/20775.png,84,84,15.5,80,34,5'9,Beşiktaş JK,Portugal,Süper Lig,Turkey,NA
Quinti,https://cdn.sofifa.org/players/4/19/215725.png,62,69,NA,3,21,6'0,Villarreal CF,Spain,La Liga,Spain,1
Quique Cebriá,https://cdn.sofifa.org/players/4/19/212488.png,62,71,NA,2,23,6'0,SD Eibar,Spain,La Liga,Spain,1
R. Adler,https://cdn.sofifa.org/players/4/19/121933.png,79,79,6.5,25,33,6'3,1. FSV Mainz 05,Germany,Bundesliga,Germany,2
R. Aguilar,https://cdn.sofifa.org/players/4/19/223597.png,77,81,9.5,23,25,5'8,Montpellier HSC,France,Ligue 1,France,1
R. Aït Nouri,https://cdn.sofifa.org/players/4/19/242641.png,61,81,NA,2,17,5'10,Angers SCO,France,Ligue 1,France,1
R. Alioui,https://cdn.sofifa.org/players/4/19/205188.png,70,73,2.2,12,26,6'1,Nîmes Olympique,Morocco,Ligue 1,France,1
R. Amalfitano,https://cdn.sofifa.org/players/4/19/198817.png,75,75,6.5,15,28,5'9,Dijon FCO,France,Ligue 1,France,1
R. Babel,https://cdn.sofifa.org/players/4/19/157301.png,79,79,11,55,31,6'1,Beşiktaş JK,Netherlands,Süper Lig,Turkey,NA
R. Baku,https://cdn.sofifa.org/players/4/19/240709.png,67,82,1.7,7,20,5'9,1. FSV Mainz 05,Germany,Bundesliga,Germany,1
R. Barkley,https://cdn.sofifa.org/players/4/19/199189.png,79,82,16,89,24,6'1,Chelsea,England,Premier League,UK,2
R. Battaglia,https://cdn.sofifa.org/players/4/19/219576.png,79,80,14.5,17,26,6'2,Sporting CP,Argentina,Liga Nos,Portugal,1
R. Bauer,https://cdn.sofifa.org/players/4/19/223765.png,72,76,3.4,15,23,6'0,1. FC Nürnberg,Germany,Bundesliga,Germany,1
R. Bazoer,https://cdn.sofifa.org/players/4/19/212269.png,74,82,8,26,21,6'0,FC Porto,Netherlands,Liga Nos,Portugal,2
R. Beerens,https://cdn.sofifa.org/players/4/19/169978.png,71,71,2.2,11,30,5'8,Vitesse,Netherlands,Eredivisie,Netherlands,1
R. Bennett,https://cdn.sofifa.org/players/4/19/183774.png,73,73,3.2,46,28,6'2,Wolverhampton Wanderers,England,Premier League,UK,1
R. Bensebaini,https://cdn.sofifa.org/players/4/19/224196.png,75,79,7,23,23,6'1,Stade Rennais FC,Algeria,Ligue 1,France,2
R. Bentancur,https://cdn.sofifa.org/players/4/19/227535.png,77,89,15.5,62,21,6'2,Juventus,Uruguay,Serie A,Italy,1
R. Bertrand,https://cdn.sofifa.org/players/4/19/169705.png,79,79,10,53,28,5'10,Southampton,England,Premier League,UK,2
R. Boffin,https://cdn.sofifa.org/players/4/19/178283.png,70,70,1.1,8,30,6'5,Antalyaspor,Belgium,Süper Lig,Turkey,1
R. Bormuth,https://cdn.sofifa.org/players/4/19/233785.png,69,77,1.3,11,22,6'3,Fortuna Düsseldorf,Germany,Bundesliga,Germany,1
R. Boudebouz,https://cdn.sofifa.org/players/4/19/188388.png,80,80,15,31,28,5'10,Real Betis,Algeria,La Liga,Spain,2
R. Brady,https://cdn.sofifa.org/players/4/19/201884.png,77,78,10.5,52,26,5'10,Burnley,Republic of Ireland,Premier League,UK,1
R. Brewster,https://cdn.sofifa.org/players/4/19/238460.png,62,84,NA,8,18,5'9,Liverpool,England,Premier League,UK,1
R. Brežančić,https://cdn.sofifa.org/players/4/19/230037.png,69,69,NA,10,28,5'9,SD Huesca,Serbia,La Liga,Spain,NA
R. Bürki,https://cdn.sofifa.org/players/4/19/189117.png,82,85,18.5,50,27,6'2,Borussia Dortmund,Switzerland,Bundesliga,Germany,3
R. Çağıran,https://cdn.sofifa.org/players/4/19/239468.png,60,69,NA,2,23,5'9,Yeni Malatyaspor,Turkey,Süper Lig,Turkey,NA
R. Cagnon,https://cdn.sofifa.org/players/4/19/237133.png,58,71,NA,3,21,6'3,Olympique de Marseille,France,Ligue 1,France,1
R. Coly,https://cdn.sofifa.org/players/4/19/222840.png,71,78,2.8,15,22,6'1,OGC Nice,Senegal,Ligue 1,France,1
R. Danzé,https://cdn.sofifa.org/players/4/19/178251.png,72,72,2,20,31,6'0,Stade Rennais FC,France,Ligue 1,France,2
R. de Boer,https://cdn.sofifa.org/players/4/19/229288.png,67,78,1,3,20,6'2,AZ Alkmaar,Netherlands,Eredivisie,Netherlands,1
R. De Paul,https://cdn.sofifa.org/players/4/19/212616.png,77,83,12,27,24,5'10,Udinese,Argentina,Serie A,Italy,1
R. de Vos,https://cdn.sofifa.org/players/4/19/232362.png,57,66,NA,1,22,6'0,FC Emmen,Netherlands,Eredivisie,Netherlands,1
R. Deiman,https://cdn.sofifa.org/players/4/19/244198.png,55,67,NA,1,19,5'10,FC Emmen,Netherlands,Eredivisie,Netherlands,1
R. Dekker,https://cdn.sofifa.org/players/4/19/221521.png,66,71,NA,3,23,5'9,PEC Zwolle,Netherlands,Eredivisie,Netherlands,1
R. Del Castillo,https://cdn.sofifa.org/players/4/19/231612.png,70,77,2.5,14,22,5'8,Stade Rennais FC,France,Ligue 1,France,1
R. Di Gennaro,https://cdn.sofifa.org/players/4/19/219715.png,67,70,NA,11,24,6'2,Inter,Italy,Serie A,Italy,1
R. Doan,https://cdn.sofifa.org/players/4/19/232639.png,73,84,7,6,20,5'8,FC Groningen,Japan,Eredivisie,Netherlands,1
R. Donk,https://cdn.sofifa.org/players/4/19/178255.png,75,75,3.8,43,32,6'4,Galatasaray SK,Netherlands,Süper Lig,Turkey,1
R. Durmisi,https://cdn.sofifa.org/players/4/19/211385.png,76,81,8.5,33,24,5'6,Lazio,Denmark,Serie A,Italy,1
R. Dwamena,https://cdn.sofifa.org/players/4/19/239907.png,70,79,2.8,12,22,6'1,Levante UD,Ghana,La Liga,Spain,1
R. Edmonds-Green,https://cdn.sofifa.org/players/4/19/234039.png,55,70,NA,2,19,5'11,Huddersfield Town,England,Premier League,UK,1
R. El Hankouri,https://cdn.sofifa.org/players/4/19/245365.png,57,71,NA,1,17,5'9,Excelsior,Netherlands,Eredivisie,Netherlands,1
R. Elliot,https://cdn.sofifa.org/players/4/19/167931.png,72,72,1.8,23,32,6'3,Newcastle United,Republic of Ireland,Premier League,UK,1
R. Fährmann,https://cdn.sofifa.org/players/4/19/179783.png,83,84,20,38,29,6'6,FC Schalke 04,Germany,Bundesliga,Germany,2
R. Faty,https://cdn.sofifa.org/players/4/19/178152.png,71,71,1.6,13,31,6'4,MKE Ankaragücü,Senegal,Süper Lig,Turkey,1
R. Framberger,https://cdn.sofifa.org/players/4/19/216282.png,67,75,NA,6,22,5'10,FC Augsburg,Germany,Bundesliga,Germany,1
R. Fraser,https://cdn.sofifa.org/players/4/19/207807.png,77,81,11.5,52,24,5'4,Bournemouth,Scotland,Premier League,UK,1
R. Fredericks,https://cdn.sofifa.org/players/4/19/205346.png,73,75,4,46,25,5'11,West Ham United,England,Premier League,UK,1
R. Freuler,https://cdn.sofifa.org/players/4/19/202024.png,76,77,9,26,26,5'11,Atalanta,Switzerland,Serie A,Italy,2
R. Funes Mori,https://cdn.sofifa.org/players/4/19/199667.png,77,78,8.5,28,27,6'1,Villarreal CF,Argentina,La Liga,Spain,2
R. Gagliardini,https://cdn.sofifa.org/players/4/19/212153.png,78,82,11.5,46,24,6'3,Inter,Italy,Serie A,Italy,2
R. Gagliolo,https://cdn.sofifa.org/players/4/19/216067.png,70,70,1.4,21,28,5'11,Parma,Italy,Serie A,Italy,1
