Name,Photo,Age,Overall,Potential,Marking,StandingTackle,SlidingTackle,HeadingAccuracy,Dribbling,Curve,BallControl,Aggression,Interceptions,Positioning,Vision,Composure,Crossing,ShortPassing,LongPassing,Acceleration,SprintSpeed,Agility,Reactions,Balance,Jumping,Stamina,Strength,Finishing,Volleys,FKAccuracy,ShotPower,LongShots,Penalties,InternationalReputation,Defending,General,Mental,Passing,Mobility,Power,Rating,Shooting
N. Fernández,https://cdn.sofifa.org/players/4/19/239682.png,18,61,77,56,61,56,57,38,48,49,53,61,37,39,48,61,62,49,70,72,70,48,74,71,71,54,34,31,36,48,33,45,1,57.666666666666664,48,47.6,57.333333333333336,65,67.5,69,37.833333333333336
M. López,https://cdn.sofifa.org/players/4/19/240962.png,20,61,72,35,23,22,62,60,45,58,40,23,57,54,58,44,55,38,60,61,69,60,63,68,57,60,64,45,33,66,61,63,1,26.666666666666668,56.25,46.4,45.666666666666664,62.5,62,66.5,55.333333333333336
C. Dilo,https://cdn.sofifa.org/players/4/19/211011.png,24,61,68,13,19,19,13,23,17,20,21,19,15,12,51,18,30,28,43,44,37,53,51,56,21,60,15,18,16,20,16,24,1,17,18.25,23.6,25.333333333333332,44.25,47,64.5,18.166666666666668
J. Beste,https://cdn.sofifa.org/players/4/19/240451.png,19,61,77,56,58,59,38,62,59,64,47,53,46,41,45,67,62,52,69,67,68,55,69,62,66,53,39,37,58,52,35,38,1,57.666666666666664,55.75,46.4,60.333333333333336,64.75,62.5,69,43.166666666666664
D. Thomas,https://cdn.sofifa.org/players/4/19/221764.png,22,61,69,45,55,56,49,59,63,57,54,53,53,59,59,62,63,54,69,69,79,57,89,47,66,54,50,54,64,59,45,49,1,52,57,55.6,59.666666666666664,68.5,64,65,53.5
E. Edwards Jr.,https://cdn.sofifa.org/players/4/19/227653.png,26,61,66,6,12,13,19,16,19,18,18,19,13,18,30,16,30,23,40,44,35,51,39,52,45,85,15,19,14,20,18,25,1,10.333333333333334,18,19.6,23,42.5,55.25,63.5,18.5
A. Al Jadani,https://cdn.sofifa.org/players/4/19/212038.png,27,61,62,14,16,15,15,15,18,18,35,18,13,48,49,14,33,28,49,50,47,56,67,56,42,49,16,19,15,16,14,22,1,15,16.5,32.6,25,50.5,53.5,61.5,17
M. Engelhardt,https://cdn.sofifa.org/players/4/19/228935.png,25,61,66,26,20,19,18,18,13,19,17,24,18,30,30,18,23,23,48,43,39,48,43,51,38,79,13,13,16,24,15,19,1,21.666666666666668,17,23.8,21.333333333333332,44.5,52.75,63.5,16.666666666666668
C. Yüksel,https://cdn.sofifa.org/players/4/19/243271.png,20,61,75,42,55,60,60,63,43,65,65,40,52,65,47,42,68,64,68,68,59,58,76,61,56,44,36,45,42,63,45,45,1,52.333333333333336,57.75,53.8,58,63.25,59.25,68,46
T. Casali,https://cdn.sofifa.org/players/4/19/222024.png,22,61,67,12,11,12,15,10,13,20,19,9,5,32,34,11,26,13,33,25,30,54,29,51,32,38,7,8,11,27,7,13,1,11.666666666666666,14.5,19.8,16.666666666666668,35.5,37.5,64,12.166666666666666
D. Jaiyesimi,https://cdn.sofifa.org/players/4/19/232520.png,20,61,73,25,26,28,52,62,58,58,49,29,60,57,58,52,54,50,84,81,72,53,68,69,74,65,58,46,55,59,51,57,1,26.333333333333332,57.5,50.6,52,72.5,69,67,54.333333333333336
Y. Bisseck,https://cdn.sofifa.org/players/4/19/241736.png,17,61,82,59,68,62,60,39,38,48,45,58,28,35,49,32,50,39,62,60,49,52,46,65,61,74,29,33,35,42,28,49,1,63,46.25,43,40.333333333333336,55.75,61.5,71.5,36
A. Sarr,https://cdn.sofifa.org/players/4/19/208457.png,27,61,61,22,14,17,59,66,39,63,29,23,52,40,50,46,44,35,74,73,70,61,77,64,52,44,67,57,51,62,51,63,1,17.666666666666668,56.75,38.8,41.666666666666664,69.5,59.25,61,58.5
T. Svendsen,https://cdn.sofifa.org/players/4/19/231241.png,18,61,76,55,53,48,36,68,59,64,72,60,62,62,65,55,64,58,83,68,94,62,93,69,55,52,37,56,40,52,36,46,1,52,56.75,64.2,59,76.75,67.25,68.5,44.5
J. Williams,https://cdn.sofifa.org/players/4/19/239177.png,25,61,63,28,34,29,42,63,60,60,40,42,58,54,53,61,63,49,82,83,65,62,62,49,79,64,58,56,48,61,59,54,1,30.333333333333332,56.25,49.4,57.666666666666664,73,63.5,62,56
B. Risa,https://cdn.sofifa.org/players/4/19/241737.png,20,61,75,49,58,56,55,64,58,64,59,57,62,54,53,58,60,54,79,77,59,59,53,62,64,69,58,52,47,58,52,50,1,54.333333333333336,60.25,57,57.333333333333336,68.5,62,68,52.833333333333336
D. Contreras,https://cdn.sofifa.org/players/4/19/227146.png,24,61,68,55,60,54,46,52,42,64,55,58,56,57,54,41,65,57,82,73,73,61,83,74,73,56,41,31,38,50,34,34,1,56.333333333333336,51,56,54.333333333333336,72.25,71.5,64.5,38
B. Halliday,https://cdn.sofifa.org/players/4/19/219467.png,22,61,69,47,57,57,51,61,42,58,60,60,53,55,55,59,59,54,74,74,83,56,83,78,78,64,33,30,37,52,38,38,1,53.666666666666664,53,56.6,57.333333333333336,71.75,75.75,65,38
L. Dietz,https://cdn.sofifa.org/players/4/19/241995.png,21,61,73,57,61,54,61,52,32,57,65,60,37,46,41,43,63,57,59,61,54,61,53,36,64,69,29,34,35,56,37,38,1,57.333333333333336,50.5,49.8,54.333333333333336,58.75,55.5,67,38.166666666666664
N. Al Omran,https://cdn.sofifa.org/players/4/19/242507.png,20,61,69,58,56,45,42,54,50,57,40,39,62,64,60,46,66,62,69,67,84,49,85,45,42,55,47,42,63,54,49,49,1,53,50.75,53,58,67.25,56.75,65,50.666666666666664
Parra,https://cdn.sofifa.org/players/4/19/245579.png,22,61,68,58,67,74,54,70,34,49,55,62,49,36,42,54,43,35,63,58,59,56,84,60,60,39,28,32,39,34,29,41,1,66.33333333333333,51.75,48.8,44,59,60.75,64.5,33.833333333333336
R. Taylor,https://cdn.sofifa.org/players/4/19/186188.png,28,61,63,23,16,15,14,12,15,17,17,22,10,19,40,17,33,33,35,40,54,51,41,54,33,38,13,13,15,21,16,16,1,18,14.5,21.6,27.666666666666668,45,41.5,62,15.666666666666666
C. Thomas,https://cdn.sofifa.org/players/4/19/200781.png,24,61,66,54,58,62,59,52,38,60,61,60,46,62,66,56,62,63,69,71,74,61,73,60,74,73,42,36,48,56,51,49,1,58,52.25,59,60.333333333333336,68.75,70,63.5,47
O. Ómarsson,https://cdn.sofifa.org/players/4/19/213837.png,23,61,69,57,62,57,56,49,36,54,60,59,47,50,52,35,62,56,65,65,69,54,66,67,63,72,31,40,32,52,34,43,1,58.666666666666664,48.75,53.6,51,63.25,67,65,38.666666666666664
S. Kopp,https://cdn.sofifa.org/players/4/19/238669.png,23,61,69,62,60,56,64,32,27,48,57,52,26,33,43,40,49,35,53,36,31,57,29,39,51,89,18,23,22,34,15,30,1,59.333333333333336,42.75,42.2,41.333333333333336,44.25,52,65,23.666666666666668
Chen Binbin,https://cdn.sofifa.org/players/4/19/241485.png,20,61,74,30,14,11,49,63,45,56,42,26,55,59,50,60,56,46,80,74,77,53,72,60,66,66,58,44,32,51,55,56,1,18.333333333333332,53.25,46.4,54,71,66,67.5,49.333333333333336
M. Toye,https://cdn.sofifa.org/players/4/19/242253.png,19,61,76,35,23,18,62,63,36,60,70,19,55,42,57,31,47,25,69,76,69,47,49,71,59,73,59,49,28,66,43,59,1,25.333333333333332,55.25,48.6,34.333333333333336,65.25,63,68.5,50.666666666666664
Cordero,https://cdn.sofifa.org/players/4/19/236878.png,23,61,68,23,11,11,14,6,13,12,26,13,5,31,39,10,28,28,17,26,33,55,35,44,17,57,7,7,12,17,5,13,1,15,11.25,22.8,22,32.75,38.25,64.5,10.166666666666666
N. Jackson,https://cdn.sofifa.org/players/4/19/242766.png,22,61,70,20,11,18,63,56,35,55,62,11,52,46,48,30,48,25,83,84,68,51,58,73,51,74,61,58,26,62,57,59,1,16.333333333333332,52.25,43.8,34.333333333333336,71.5,64,65.5,53.833333333333336
B. Källman,https://cdn.sofifa.org/players/4/19/245582.png,19,61,70,16,13,16,68,59,42,55,28,12,60,53,63,36,54,40,78,79,72,53,68,71,67,61,61,47,30,51,55,60,1,15,56,43.2,43.333333333333336,70.5,66.75,65.5,50.666666666666664
L. Cueto,https://cdn.sofifa.org/players/4/19/224335.png,22,61,69,38,30,35,45,66,56,63,39,25,55,51,62,53,52,40,91,85,85,57,82,72,56,32,52,56,53,63,61,56,1,34.333333333333336,57.5,46.4,48.333333333333336,79.5,60.5,65,56.833333333333336
Guillamón,https://cdn.sofifa.org/players/4/19/246352.png,18,61,81,59,62,63,59,45,36,58,54,62,29,38,50,42,57,47,52,62,51,58,69,75,48,60,26,27,29,41,29,34,1,61.333333333333336,49.5,46.6,48.666666666666664,55.75,63,71,31
P. Camara,https://cdn.sofifa.org/players/4/19/204881.png,25,61,67,11,15,11,12,15,15,24,24,19,11,12,47,17,30,20,44,54,36,58,35,63,32,47,9,4,8,14,9,23,1,12.333333333333334,16.5,22.6,22.333333333333332,48,44.25,64,11.166666666666666
W. Cuesta,https://cdn.sofifa.org/players/4/19/214353.png,25,61,67,18,11,16,14,17,16,25,21,23,11,23,23,15,24,25,44,49,38,55,22,52,38,73,16,11,14,20,12,22,1,15,18,20.2,21.333333333333332,46.5,46.25,64,15.833333333333334
Campos,https://cdn.sofifa.org/players/4/19/240722.png,23,61,70,19,14,13,13,5,10,12,16,7,5,36,41,12,26,16,32,48,50,50,39,53,33,62,7,5,13,22,9,17,1,15.333333333333334,10,21,18,45,46.75,65.5,12.166666666666666
F. Plach,https://cdn.sofifa.org/players/4/19/242514.png,26,61,64,21,23,15,14,10,12,18,28,8,9,61,59,15,24,23,32,23,39,48,51,62,19,60,9,7,10,29,8,10,1,19.666666666666668,13.5,33,20.666666666666668,35.5,48,62.5,12.166666666666668
H. Belal,https://cdn.sofifa.org/players/4/19/228691.png,24,61,65,60,62,57,55,50,29,56,67,62,37,52,50,44,61,54,52,52,48,56,70,74,71,70,34,36,28,51,55,37,1,59.666666666666664,47.5,53.6,53,52,71.25,63,40.166666666666664
D. Foulon,https://cdn.sofifa.org/players/4/19/242003.png,19,61,73,56,61,63,49,61,60,62,65,55,49,45,42,65,56,57,73,67,66,50,71,72,56,60,23,24,62,42,36,34,1,60,58,51.2,59.333333333333336,64,64.75,67,36.833333333333336
L. Fritzson,https://cdn.sofifa.org/players/4/19/237140.png,22,61,67,45,43,42,34,65,48,65,52,43,48,60,55,48,64,61,79,67,80,59,59,59,67,62,51,52,37,60,61,48,1,43.333333333333336,53,51.6,57.666666666666664,71.25,61.75,64,51.5
P. Da Silva,https://cdn.sofifa.org/players/4/19/237396.png,19,61,78,18,42,41,42,64,49,64,53,36,55,58,54,55,60,57,72,61,81,54,73,63,62,52,44,45,50,53,59,58,1,33.666666666666664,54.75,51.2,57.333333333333336,67,62.5,69.5,51.5
K. Skaanes,https://cdn.sofifa.org/players/4/19/210773.png,23,61,70,35,39,32,41,66,56,67,45,33,60,60,64,58,64,61,74,75,68,60,81,53,67,55,58,43,42,55,48,48,1,35.333333333333336,57.5,52.4,61,69.25,64,65.5,49
I. Ugbo,https://cdn.sofifa.org/players/4/19/233045.png,19,61,76,27,15,19,57,55,38,59,60,21,62,51,48,37,58,28,80,72,66,55,55,41,49,64,60,48,28,58,43,52,1,20.333333333333332,52.25,48.4,41,68.25,52.25,68.5,48.166666666666664
C. Operi,https://cdn.sofifa.org/players/4/19/236629.png,21,61,74,52,60,59,57,67,45,67,52,42,42,57,57,63,64,58,71,75,56,61,63,36,54,56,41,51,40,64,58,60,1,57,59,50,61.666666666666664,65.75,52.25,67.5,52.333333333333336
C. Köppel,https://cdn.sofifa.org/players/4/19/243797.png,23,61,65,54,61,56,53,55,37,59,62,57,44,51,46,61,54,51,65,67,66,61,60,67,74,63,56,41,41,61,58,42,1,57,51,52,55.333333333333336,64.75,66,63,49.833333333333336
C. Dickinson,https://cdn.sofifa.org/players/4/19/163158.png,31,61,61,62,61,64,60,54,49,61,81,62,50,52,58,62,58,56,45,40,45,59,62,71,72,83,39,31,54,55,44,43,1,62.333333333333336,56,60.6,58.666666666666664,47.25,72,61,44.333333333333336
T. Robinet,https://cdn.sofifa.org/players/4/19/229974.png,21,61,73,49,12,14,60,58,42,59,41,19,55,57,55,62,62,52,70,68,73,61,68,73,63,74,60,54,32,63,52,65,1,25,54.75,45.4,58.666666666666664,68,69.5,67,54.333333333333336
Yeremi Valerón,https://cdn.sofifa.org/players/4/19/237910.png,21,61,71,42,68,67,54,62,32,51,49,58,44,33,58,54,55,27,67,67,46,59,62,57,66,63,27,24,33,20,28,37,1,59,49.75,48.4,45.333333333333336,59.75,62,66,28.166666666666668
S. Finley,https://cdn.sofifa.org/players/4/19/244054.png,25,61,64,61,60,58,57,60,45,60,75,60,58,60,60,50,62,60,69,66,67,59,70,66,75,66,47,48,45,57,53,49,1,59.666666666666664,55.5,62.6,57.333333333333336,65.25,69.25,62.5,49.833333333333336
A. Bruhn,https://cdn.sofifa.org/players/4/19/216407.png,24,61,65,28,39,45,47,64,50,65,40,26,53,58,56,51,63,53,67,63,69,54,71,55,60,60,54,45,51,58,49,48,1,37.333333333333336,56.5,46.6,55.666666666666664,63.25,61.5,63,50.833333333333336
M. Amundsen,https://cdn.sofifa.org/players/4/19/242263.png,20,61,74,55,58,57,39,62,40,61,54,57,55,44,45,57,54,50,76,79,65,59,69,65,75,72,38,43,31,64,53,36,1,56.666666666666664,50.5,51,53.666666666666664,69.75,70.25,67.5,44.166666666666664
T. Vollnhofer,https://cdn.sofifa.org/players/4/19/210264.png,33,61,61,18,17,19,14,10,17,25,18,23,19,46,28,18,25,27,47,43,31,51,59,81,32,48,11,17,10,19,16,24,1,18,16.5,26.8,23.333333333333332,43,55,61,16.166666666666668
N. Atangana,https://cdn.sofifa.org/players/4/19/224088.png,28,61,61,54,64,61,62,54,41,61,68,61,45,58,58,49,62,59,69,66,67,58,55,78,88,76,43,44,40,63,43,46,1,59.666666666666664,54.5,58,56.666666666666664,65,74.25,61,46.5
D. Tchamba,https://cdn.sofifa.org/players/4/19/240728.png,19,61,74,56,66,65,58,35,26,40,51,59,29,30,44,32,40,26,76,66,47,49,62,75,58,74,27,31,29,40,27,40,1,62.333333333333336,39.75,42.6,32.666666666666664,59.5,67.25,67.5,32.333333333333336
A. Kartalis,https://cdn.sofifa.org/players/4/19/224345.png,23,61,65,48,58,56,49,64,58,62,52,51,52,64,41,63,64,60,77,75,81,61,72,59,68,55,46,52,58,59,55,55,1,54,58.25,52,62.333333333333336,73.5,63.5,63,54.166666666666664
J. Victoria,https://cdn.sofifa.org/players/4/19/232281.png,22,61,72,34,19,10,54,59,31,58,26,16,56,48,51,55,50,33,67,71,62,60,66,67,44,59,64,60,30,69,56,57,1,21,50.5,39.4,46,65,59,66.5,56
E. Orona,https://cdn.sofifa.org/players/4/19/237657.png,19,61,78,63,60,62,54,53,41,54,54,56,54,57,49,42,68,62,68,67,59,55,64,60,69,65,45,48,41,53,40,50,1,61.666666666666664,50.5,54,57.333333333333336,62.25,64.5,69.5,46.166666666666664
K. Yamaguchi,https://cdn.sofifa.org/players/4/19/242777.png,22,61,71,42,17,14,58,54,62,60,51,31,58,53,54,46,60,53,69,67,66,60,71,73,61,49,65,56,51,59,62,62,1,24.333333333333332,58.5,49.4,53,65.5,63.5,66,59.166666666666664
Angel Sánchez,https://cdn.sofifa.org/players/4/19/237146.png,20,61,69,40,26,22,60,57,46,59,29,38,70,63,49,58,57,59,70,61,59,65,67,62,49,61,60,49,45,59,59,70,1,29.333333333333332,55.5,49.8,58,63.75,59.75,65,57
B. Kindsvater,https://cdn.sofifa.org/players/4/19/243802.png,25,61,64,41,16,21,31,60,47,59,48,21,55,48,51,59,58,54,75,77,71,63,70,57,64,45,58,46,56,56,49,52,1,26,49.25,44.6,57,71.5,59,62.5,52.833333333333336
N. Laursen,https://cdn.sofifa.org/players/4/19/224859.png,20,61,75,26,21,26,50,69,57,68,33,24,53,55,51,56,57,54,79,78,78,51,67,51,39,53,60,56,46,64,51,54,1,24.333333333333332,61,43.2,55.666666666666664,71.5,52.5,68,55.166666666666664
L. Bolton,https://cdn.sofifa.org/players/4/19/233051.png,18,61,79,59,55,43,51,57,61,62,65,59,58,55,52,62,59,51,82,78,75,52,69,61,54,61,50,32,39,56,46,56,1,52.333333333333336,57.75,57.8,57.333333333333336,71.75,61.25,70,46.5
R. Miller,https://cdn.sofifa.org/players/4/19/223580.png,29,61,61,24,45,43,50,54,45,54,62,37,58,60,55,38,47,43,74,78,71,64,70,84,56,61,65,52,35,63,61,51,1,37.333333333333336,50.75,54.4,42.666666666666664,71.75,67.75,61,54.5
P. Kotal,https://cdn.sofifa.org/players/4/19/228188.png,24,61,66,63,58,60,47,53,33,56,49,57,42,39,55,56,53,47,80,77,72,52,70,60,64,67,27,32,40,45,40,43,1,60.333333333333336,47.25,48.4,52,70.25,65.25,63.5,37.833333333333336
F. Saavedra,https://cdn.sofifa.org/players/4/19/229468.png,21,61,69,53,56,50,49,63,54,63,38,61,57,55,61,60,62,59,78,77,74,51,69,61,70,65,41,44,38,51,40,48,1,53,57.25,54.4,60.333333333333336,70,66.25,65,43.666666666666664
J. Lorch,https://cdn.sofifa.org/players/4/19/238684.png,22,61,66,57,60,59,58,57,44,61,60,59,50,51,48,58,58,50,63,66,58,55,56,57,86,71,34,44,36,51,41,52,1,58.666666666666664,55,53.6,55.333333333333336,60.5,67.5,63.5,43
M. Hosseini,https://cdn.sofifa.org/players/4/19/243549.png,22,61,67,60,65,62,60,30,35,52,50,62,24,29,55,28,62,44,55,54,43,56,61,67,51,54,18,22,37,45,30,40,1,62.333333333333336,44.25,44,44.666666666666664,52,58.25,64,32
I. Aguilar,https://cdn.sofifa.org/players/4/19/244573.png,20,61,74,63,60,59,58,53,45,59,67,58,35,47,48,50,65,61,64,60,52,57,67,61,48,60,34,38,49,64,52,54,1,60.666666666666664,53.75,51,58.666666666666664,58.25,59,67.5,48.5
Gorka Giralt,https://cdn.sofifa.org/players/4/19/239710.png,22,61,71,9,14,13,11,9,14,10,19,14,7,30,40,11,21,22,36,43,40,55,38,65,28,61,7,5,13,24,9,18,1,12,11,22,18,43.5,48,66,12.666666666666666
T. Kainz,https://cdn.sofifa.org/players/4/19/203615.png,25,61,64,62,56,58,51,54,62,57,51,60,54,65,58,55,56,58,68,63,69,61,68,78,75,65,51,53,56,60,58,41,1,58.666666666666664,56,57.6,56.333333333333336,65.25,71.5,62.5,53.166666666666664
D. Barnes,https://cdn.sofifa.org/players/4/19/213344.png,22,61,70,25,16,18,22,22,19,32,30,27,12,49,47,15,40,38,59,58,52,55,57,58,35,59,19,12,23,32,20,29,1,19.666666666666668,23.75,33,31,56,52.25,65.5,22.5
T. Buitink,https://cdn.sofifa.org/players/4/19/242528.png,18,61,77,18,18,17,53,60,43,68,41,13,59,42,59,44,53,36,70,72,56,48,71,67,52,58,66,48,51,54,50,48,1,17.666666666666668,56,42.8,44.333333333333336,61.5,62,69,52.833333333333336
H. Eisa,https://cdn.sofifa.org/players/4/19/243808.png,25,61,66,55,22,29,68,56,50,51,42,22,60,58,56,49,56,50,68,68,67,58,62,81,68,68,61,51,42,60,58,67,1,35.333333333333336,56.25,47.6,51.666666666666664,65.25,69.75,63.5,56.5
D. Hyam,https://cdn.sofifa.org/players/4/19/221281.png,22,61,73,62,63,60,61,27,23,42,58,60,28,34,54,28,52,44,55,64,59,56,48,66,53,63,23,25,26,43,23,31,1,61.666666666666664,38.25,46.8,41.333333333333336,58.5,57.5,67,28.5
T. Denton,https://cdn.sofifa.org/players/4/19/224097.png,22,61,70,48,62,59,43,59,53,61,54,56,49,55,56,61,58,55,78,78,76,59,75,58,62,59,46,39,44,58,43,56,1,56.333333333333336,54,54,58,72.75,63.5,65.5,47.666666666666664
B. Ziegenbein,https://cdn.sofifa.org/players/4/19/176737.png,32,61,61,38,34,38,46,64,66,63,70,41,56,55,60,61,59,54,70,78,77,54,83,70,33,70,58,61,64,71,59,61,1,36.666666666666664,59.75,56.4,58,69.75,64,61,62.333333333333336
Adrià Pedrosa,https://cdn.sofifa.org/players/4/19/246113.png,20,61,71,58,61,59,47,60,52,63,54,56,47,48,55,62,60,55,66,64,69,55,78,61,62,51,43,39,39,50,48,38,1,59.333333333333336,55.5,52,59,63.5,63,66,42.833333333333336
A. Stadler,https://cdn.sofifa.org/players/4/19/231522.png,30,61,61,34,17,13,52,61,49,55,77,18,64,55,57,52,54,47,74,74,76,61,75,67,77,60,59,53,36,57,56,57,1,21.333333333333332,54.25,54.2,51,71.25,69.75,61,53
Li Xiaoming,https://cdn.sofifa.org/players/4/19/232290.png,22,61,68,53,60,61,55,53,42,56,59,63,53,44,62,42,64,56,69,68,66,59,71,76,82,62,37,53,38,41,36,32,1,58,51.5,56.2,54,65.5,72.75,64.5,39.5
R. Muhammed,https://cdn.sofifa.org/players/4/19/240738.png,24,61,64,35,30,26,52,63,46,58,56,24,58,55,48,53,53,41,93,94,77,54,66,68,73,75,54,49,57,58,51,58,1,30.333333333333332,54.75,48.2,49,79.5,70.5,62.5,54.5
M. Al Mania,https://cdn.sofifa.org/players/4/19/237411.png,22,61,72,13,13,10,50,63,34,63,33,11,58,54,43,50,51,31,80,80,75,49,66,76,55,67,62,42,30,60,51,59,1,12,52.5,39.8,44,71,66,66.5,50.666666666666664
A. López,https://cdn.sofifa.org/players/4/19/244835.png,21,61,71,43,45,46,47,67,53,65,45,47,53,51,50,60,65,57,73,62,68,48,79,48,57,43,55,54,48,63,51,61,1,44.666666666666664,58,49.2,60.666666666666664,62.75,56.75,66,55.333333333333336
L. Ralte,https://cdn.sofifa.org/players/4/19/208485.png,25,61,62,36,29,27,44,60,55,62,36,43,57,56,54,60,55,48,80,77,71,58,72,39,55,58,54,49,54,66,62,56,1,30.666666666666668,55.25,49.2,54.333333333333336,71.5,56,61.5,56.833333333333336
M. Payares,https://cdn.sofifa.org/players/4/19/227173.png,23,61,71,68,65,62,53,30,26,29,48,62,23,33,45,29,33,31,65,57,45,50,61,67,55,78,19,21,22,40,20,33,1,65,34.5,42.2,31,54.25,65.25,66,25.833333333333332
F. Sucsuz,https://cdn.sofifa.org/players/4/19/238949.png,22,61,71,53,59,57,45,61,68,58,48,57,54,49,51,63,64,59,78,73,82,52,78,73,67,58,44,31,65,41,50,38,1,56.333333333333336,58,51.8,62,71.25,69,66,44.833333333333336
C. Cásseres Jr,https://cdn.sofifa.org/players/4/19/242534.png,18,61,78,56,54,51,42,66,60,67,55,57,55,60,63,45,64,62,70,71,72,53,80,62,57,43,41,46,51,49,39,48,1,53.666666666666664,58.75,58,57,66.5,60.5,69.5,45.666666666666664
K. Etuhu,https://cdn.sofifa.org/players/4/19/183142.png,30,61,61,57,61,59,53,58,35,60,66,49,59,65,62,62,61,62,57,61,32,60,76,43,58,77,61,47,32,60,55,60,1,59,51.5,60.2,61.666666666666664,52.5,63.5,61,52.5
A. Al Saleh,https://cdn.sofifa.org/players/4/19/210791.png,28,61,61,15,17,14,13,15,13,17,24,23,16,29,46,16,27,25,48,48,32,59,57,54,35,60,14,18,19,20,19,22,1,15.333333333333334,14.5,27.6,22.666666666666668,46.75,51.5,61,18.666666666666668
Zheng Dalun,https://cdn.sofifa.org/players/4/19/224615.png,24,61,66,50,42,39,39,67,48,65,44,30,51,55,61,44,58,55,65,84,85,58,85,85,73,30,49,46,38,56,38,45,1,43.666666666666664,54.75,48.2,52.333333333333336,73,68.25,63.5,45.333333333333336
H. Charsley,https://cdn.sofifa.org/players/4/19/225383.png,21,61,69,54,58,59,58,63,63,67,49,48,56,63,61,54,68,68,56,56,61,59,69,54,50,41,49,58,48,53,44,56,1,57,62.75,55.4,63.333333333333336,58,53.5,65,51.333333333333336
Giovanni,https://cdn.sofifa.org/players/4/19/236391.png,19,61,74,52,16,17,51,66,42,60,38,12,57,53,51,54,59,51,77,79,62,60,92,65,61,37,63,57,43,60,59,64,1,28.333333333333332,54.75,42.2,54.666666666666664,69.5,63.75,67.5,57.666666666666664
M. Barnofsky,https://cdn.sofifa.org/players/4/19/238695.png,23,61,66,50,64,57,62,30,25,46,80,55,24,34,57,28,45,35,55,54,51,44,45,72,68,78,30,24,22,58,34,38,1,57,40.75,50,36,51,65.75,63.5,34.333333333333336
H. Dunk,https://cdn.sofifa.org/players/4/19/223080.png,27,61,61,43,49,52,41,61,51,58,40,50,55,55,59,56,52,51,76,82,80,58,82,45,80,62,44,42,49,50,34,47,1,48,52.75,51.8,53,74,67.25,61,44.333333333333336
T. Galdames,https://cdn.sofifa.org/players/4/19/239464.png,19,61,72,56,60,60,59,38,37,46,71,56,49,51,60,49,61,58,53,63,59,59,72,70,67,70,44,29,30,61,47,45,1,58.666666666666664,45,57.4,56,58.5,69.75,66.5,42.666666666666664
S. Ando,https://cdn.sofifa.org/players/4/19/191336.png,27,61,62,8,17,16,12,9,21,19,20,12,6,13,15,20,22,12,45,39,60,70,54,68,32,68,11,12,22,24,19,12,1,13.666666666666666,15.25,13.2,18,53.5,55.5,61.5,16.666666666666668
A. Dabasse,https://cdn.sofifa.org/players/4/19/228457.png,24,61,63,32,13,20,62,58,47,61,42,28,58,49,58,29,57,44,55,50,54,49,48,50,59,71,59,61,44,71,69,64,1,21.666666666666668,57,47,43.333333333333336,52,57,62,61.333333333333336
S. Mladenovic,https://cdn.sofifa.org/players/4/19/235369.png,24,61,67,32,31,29,35,59,53,60,50,22,55,46,59,54,51,46,90,90,84,58,74,35,65,55,55,52,42,55,47,50,1,30.666666666666668,51.75,46.4,50.333333333333336,80.5,57.25,64,50.166666666666664
J. Hessenthaler,https://cdn.sofifa.org/players/4/19/214634.png,24,61,63,55,53,49,49,57,63,62,70,57,48,57,52,57,67,59,73,72,72,62,69,76,72,62,41,51,61,66,61,39,1,52.333333333333336,57.75,56.8,61,69.75,69.75,62,53.166666666666664
Fran Sánchez,https://cdn.sofifa.org/players/4/19/228970.png,28,61,61,56,60,62,57,63,37,59,62,57,54,48,65,62,60,54,69,73,61,55,70,70,66,64,49,32,30,56,47,37,1,59.333333333333336,54,57.2,58.666666666666664,64.5,67.5,61,41.833333333333336
M. Funk,https://cdn.sofifa.org/players/4/19/234858.png,22,61,70,15,9,10,12,12,10,13,27,14,8,28,31,9,20,17,39,38,37,56,40,59,28,61,9,7,13,14,11,19,1,11.333333333333334,11.75,21.6,15.333333333333334,42.5,47,65.5,12.166666666666666
S. Amuzie,https://cdn.sofifa.org/players/4/19/236394.png,22,61,71,58,68,65,55,55,40,54,64,64,46,46,54,58,44,44,68,58,59,58,47,66,54,75,33,37,37,47,39,36,1,63.666666666666664,51,54.8,48.666666666666664,60.75,60.5,66,38.166666666666664
C. Villanueva,https://cdn.sofifa.org/players/4/19/236906.png,19,61,76,31,51,55,48,66,41,64,55,41,54,52,50,53,64,60,67,66,73,46,56,61,70,65,59,30,56,51,54,65,1,45.666666666666664,54.75,50.4,59,63,63,68.5,52.5
